timestamp,source_port,destination_port,protocol,action,bytes_sent,bytes_received,threat_level
2025-06-04T23:45:45Z,43853,8080,ICMP,DROP,1092,6522,CRITICAL
2025-06-01T03:54:55Z,50434,21,UDP,DROP,4386,11237,CRITICAL
2025-06-03T04:26:16Z,40000,443,UDP,ALLOW,369,2678,LOW
2025-06-02T02:29:05Z,62906,22,ICMP,DROP,244,1942,MEDIUM
2025-06-01T15:49:16Z,11516,25,ICMP,ALLOW,1580,12736,LOW
2025-06-02T01:05:33Z,27412,21,TCP,BLOCK,863,8654,HIGH
2025-06-04T03:26:41Z,37289,22,TCP,DROP,4032,938,CRITICAL
2025-06-02T23:52:34Z,3925,22,TCP,BLOCK,4408,11432,HIGH
2025-06-03T09:39:46Z,22812,3306,TCP,DROP,3803,11072,LOW
2025-06-02T23:34:42Z,11663,8080,ICMP,BLOCK,2901,1436,MEDIUM
2025-06-03T14:41:06Z,65152,3306,UDP,BLOCK,1841,8241,MEDIUM
2025-06-04T06:27:54Z,40782,22,UDP,BLOCK,2072,8959,MEDIUM
2025-06-04T16:43:33Z,60054,25,ICMP,ALLOW,4152,6902,MEDIUM
2025-06-01T21:23:30Z,47813,443,ICMP,ALLOW,2756,5662,MEDIUM
2025-06-04T23:45:25Z,14789,21,ICMP,BLOCK,1959,13323,HIGH
2025-06-04T02:19:25Z,44958,80,TCP,ALLOW,3992,12556,LOW
2025-06-03T17:20:17Z,40351,22,UDP,DROP,2895,9011,HIGH
2025-06-03T17:30:53Z,28921,80,ICMP,DROP,2962,10172,MEDIUM
2025-06-02T11:22:16Z,1280,80,ICMP,DROP,4437,4426,CRITICAL
2025-06-03T09:43:21Z,24601,53,ICMP,ALLOW,3975,9625,HIGH
2025-06-01T15:50:09Z,44940,25,ICMP,BLOCK,4004,624,MEDIUM
2025-06-03T04:51:11Z,45091,22,UDP,BLOCK,3887,9377,CRITICAL
2025-06-01T11:22:47Z,41254,53,TCP,DROP,3405,12940,CRITICAL
2025-06-02T01:03:26Z,8884,53,ICMP,DROP,2084,10239,LOW
2025-06-01T10:22:55Z,21032,21,UDP,DROP,4704,14767,HIGH
2025-06-01T15:42:57Z,47264,3306,UDP,ALLOW,1401,14344,LOW
2025-06-02T19:31:34Z,45186,53,ICMP,DROP,1326,10189,MEDIUM
2025-06-03T10:45:28Z,54307,21,TCP,BLOCK,1117,3676,HIGH
2025-06-03T17:30:59Z,31185,443,ICMP,DROP,984,3349,LOW
2025-06-01T15:59:58Z,29268,80,TCP,BLOCK,4063,13320,MEDIUM
2025-06-01T13:44:47Z,41965,443,ICMP,DROP,566,8184,CRITICAL
2025-06-02T00:23:20Z,15897,22,ICMP,DROP,4122,6521,CRITICAL
2025-06-04T19:12:24Z,49153,3306,ICMP,BLOCK,1891,3071,MEDIUM
2025-06-03T09:25:58Z,4110,80,TCP,ALLOW,2780,9255,CRITICAL
2025-06-01T11:48:24Z,24044,3306,TCP,ALLOW,4519,3001,HIGH
2025-06-01T06:51:47Z,59162,25,TCP,ALLOW,2620,2809,CRITICAL
2025-06-04T00:36:40Z,4160,3306,UDP,BLOCK,4510,2980,MEDIUM
2025-06-04T15:53:33Z,59264,22,UDP,ALLOW,2269,14877,MEDIUM
2025-06-03T09:42:09Z,65360,22,UDP,ALLOW,3849,3956,LOW
2025-06-01T20:43:28Z,36361,25,ICMP,BLOCK,1997,7952,HIGH
2025-06-02T20:08:52Z,42896,25,ICMP,ALLOW,3932,6322,CRITICAL
2025-06-04T01:10:50Z,65055,53,UDP,BLOCK,3033,9533,MEDIUM
2025-06-01T02:54:57Z,2296,53,TCP,DROP,1115,2138,CRITICAL
2025-06-03T21:46:41Z,31167,3306,UDP,DROP,483,9808,MEDIUM
2025-06-01T03:22:20Z,32781,53,TCP,DROP,3464,7491,MEDIUM
2025-06-04T00:18:10Z,54818,25,UDP,DROP,724,7129,HIGH
2025-06-03T18:08:29Z,38587,80,ICMP,DROP,4095,5551,LOW
2025-06-01T03:35:27Z,56988,8080,TCP,DROP,2832,5666,MEDIUM
2025-06-04T20:36:00Z,23082,53,UDP,BLOCK,3383,1946,MEDIUM
2025-06-04T02:40:11Z,57020,80,UDP,DROP,2975,2923,MEDIUM
2025-06-04T15:47:31Z,52148,443,ICMP,BLOCK,1938,7898,CRITICAL
2025-06-04T21:44:19Z,25346,21,ICMP,BLOCK,3211,13590,MEDIUM
2025-06-02T08:24:57Z,16681,80,UDP,DROP,3217,13686,HIGH
2025-06-01T11:32:13Z,3911,25,TCP,DROP,4532,7654,CRITICAL
2025-06-03T13:28:51Z,38938,22,TCP,BLOCK,3251,14145,LOW
2025-06-04T10:14:36Z,52957,25,UDP,DROP,341,9180,HIGH
2025-06-02T21:38:54Z,40544,21,UDP,BLOCK,1527,12930,HIGH
2025-06-03T17:05:20Z,27409,3306,TCP,ALLOW,268,13456,LOW
2025-06-02T00:07:35Z,49504,443,UDP,DROP,2582,965,LOW
2025-06-03T21:38:27Z,52835,53,TCP,ALLOW,4118,14313,LOW
2025-06-03T17:49:25Z,59647,8080,TCP,BLOCK,2576,3204,LOW
2025-06-03T23:10:49Z,59017,443,TCP,DROP,166,5148,HIGH
2025-06-02T14:49:45Z,19202,25,ICMP,DROP,1739,2557,HIGH
2025-06-02T22:31:46Z,56542,3306,TCP,BLOCK,4587,14321,LOW
2025-06-04T09:38:15Z,52743,21,ICMP,DROP,2487,6694,LOW
2025-06-03T17:25:27Z,8134,53,TCP,BLOCK,4755,10223,CRITICAL
2025-06-04T08:46:47Z,56810,22,UDP,BLOCK,1193,4306,MEDIUM
2025-06-01T13:18:41Z,14941,25,UDP,DROP,2254,12030,MEDIUM
2025-06-02T17:36:40Z,21647,3306,ICMP,BLOCK,815,2191,MEDIUM
2025-06-02T00:50:20Z,50765,25,ICMP,BLOCK,3570,9477,CRITICAL
2025-06-01T16:27:16Z,40553,443,TCP,ALLOW,2009,3941,LOW
2025-06-03T22:29:50Z,58286,8080,ICMP,BLOCK,2352,12404,MEDIUM
2025-06-02T08:10:24Z,5709,21,ICMP,DROP,395,14150,MEDIUM
2025-06-04T17:34:06Z,24499,22,ICMP,ALLOW,1604,13551,CRITICAL
2025-06-04T02:44:19Z,25327,80,UDP,DROP,409,11954,LOW
2025-06-02T07:57:20Z,22581,21,ICMP,ALLOW,4825,6048,HIGH
2025-06-04T21:12:17Z,48014,8080,ICMP,ALLOW,4100,11895,LOW
2025-06-03T08:38:44Z,13338,53,TCP,BLOCK,352,2559,CRITICAL
2025-06-04T21:14:54Z,20700,80,UDP,DROP,3846,275,CRITICAL
2025-06-02T03:33:17Z,38219,22,TCP,ALLOW,3830,11578,CRITICAL
2025-06-04T07:31:09Z,47927,22,ICMP,DROP,1823,3750,HIGH
2025-06-02T15:22:14Z,64994,8080,ICMP,BLOCK,636,13812,LOW
2025-06-04T03:40:11Z,15510,3306,UDP,ALLOW,1733,5287,LOW
2025-06-01T08:42:28Z,25374,53,ICMP,DROP,1943,5023,MEDIUM
2025-06-01T10:27:37Z,31819,53,TCP,DROP,3512,5916,LOW
2025-06-03T13:32:10Z,4840,8080,ICMP,BLOCK,1998,4363,MEDIUM
2025-06-03T22:53:15Z,47863,21,UDP,DROP,1450,174,LOW
2025-06-02T04:29:02Z,36103,53,TCP,ALLOW,4667,7223,LOW
2025-06-04T00:29:01Z,17019,443,ICMP,ALLOW,976,11471,LOW
2025-06-01T03:30:07Z,27094,80,ICMP,BLOCK,659,4474,HIGH
2025-06-03T14:16:01Z,32456,25,ICMP,BLOCK,4146,5330,CRITICAL
2025-06-03T11:20:00Z,62950,25,UDP,ALLOW,2715,3191,MEDIUM
2025-06-04T05:41:44Z,29460,8080,TCP,ALLOW,1787,5036,LOW
2025-06-03T10:38:33Z,65360,25,TCP,ALLOW,1485,12994,LOW
2025-06-04T23:40:22Z,64480,443,UDP,DROP,3111,1154,HIGH
2025-06-02T06:35:33Z,62536,25,ICMP,BLOCK,1052,2145,MEDIUM
2025-06-04T21:05:47Z,27781,443,UDP,ALLOW,2918,14733,HIGH
2025-06-01T01:07:24Z,42663,21,ICMP,ALLOW,4468,366,HIGH
2025-06-02T14:01:49Z,63068,3306,TCP,BLOCK,4443,10640,HIGH
2025-06-04T08:44:40Z,15108,80,ICMP,DROP,1147,6065,HIGH
2025-06-02T15:17:45Z,56194,80,ICMP,ALLOW,617,3967,LOW
2025-06-02T13:31:20Z,54158,21,TCP,BLOCK,4995,4292,CRITICAL
2025-06-01T18:27:39Z,50790,22,TCP,DROP,1080,10043,CRITICAL
2025-06-02T18:31:04Z,51456,22,TCP,ALLOW,4610,10181,LOW
2025-06-03T19:53:15Z,54255,80,ICMP,ALLOW,1303,11107,HIGH
2025-06-01T20:10:40Z,40309,21,ICMP,DROP,1015,7681,CRITICAL
2025-06-04T20:22:10Z,9657,21,UDP,DROP,3587,3764,HIGH
2025-06-03T19:31:45Z,8390,3306,ICMP,DROP,365,13484,LOW
2025-06-01T23:51:41Z,60338,22,TCP,ALLOW,3388,2284,HIGH
2025-06-02T22:22:03Z,60519,22,TCP,BLOCK,180,2216,HIGH
2025-06-03T03:12:07Z,57774,53,UDP,ALLOW,2274,13474,LOW
2025-06-02T07:01:13Z,39356,53,UDP,BLOCK,4030,8457,MEDIUM
2025-06-03T12:47:07Z,14149,25,UDP,ALLOW,3062,11884,LOW
2025-06-04T13:18:47Z,10459,21,ICMP,BLOCK,302,13991,LOW
2025-06-01T00:09:34Z,50147,25,TCP,DROP,4012,1705,MEDIUM
2025-06-03T06:25:41Z,3517,21,TCP,BLOCK,3086,14921,HIGH
2025-06-04T13:56:14Z,3346,25,UDP,BLOCK,2799,14680,HIGH
2025-06-02T01:47:13Z,57433,80,ICMP,DROP,2873,13381,MEDIUM
2025-06-03T12:16:32Z,7370,22,UDP,ALLOW,1317,8717,HIGH
2025-06-03T22:12:55Z,58754,22,ICMP,DROP,2266,9087,HIGH
2025-06-02T10:36:22Z,42975,25,ICMP,ALLOW,4914,958,LOW
2025-06-03T17:52:05Z,41491,8080,ICMP,BLOCK,1806,4796,LOW
2025-06-03T04:41:08Z,32994,25,UDP,ALLOW,2608,13623,CRITICAL
2025-06-01T12:18:40Z,59468,8080,ICMP,DROP,4984,3988,CRITICAL
2025-06-01T20:11:54Z,54961,443,TCP,BLOCK,492,590,HIGH
2025-06-01T21:45:38Z,22140,443,UDP,ALLOW,4178,9821,MEDIUM
2025-06-03T10:10:23Z,39054,8080,UDP,ALLOW,4242,9774,MEDIUM
2025-06-04T08:05:37Z,8613,3306,TCP,ALLOW,1921,12973,CRITICAL
2025-06-02T10:20:52Z,10455,21,TCP,BLOCK,2665,6887,CRITICAL
2025-06-01T03:57:27Z,35421,80,TCP,BLOCK,1995,7433,LOW
2025-06-02T02:34:49Z,16573,80,ICMP,DROP,4013,10611,CRITICAL
2025-06-04T14:44:16Z,61823,80,ICMP,ALLOW,2279,10079,CRITICAL
2025-06-02T09:17:43Z,21463,8080,TCP,DROP,1716,1383,HIGH
2025-06-01T22:43:57Z,25312,25,ICMP,BLOCK,3912,6273,CRITICAL
2025-06-03T13:00:21Z,53851,21,TCP,ALLOW,2170,5876,CRITICAL
2025-06-01T08:16:41Z,38633,3306,UDP,BLOCK,513,1083,LOW
2025-06-04T11:29:01Z,41974,80,UDP,DROP,811,2229,MEDIUM
2025-06-04T09:55:24Z,41003,8080,TCP,DROP,3004,14809,CRITICAL
2025-06-02T17:43:35Z,44569,8080,UDP,DROP,2962,9707,HIGH
2025-06-02T21:35:32Z,58231,443,TCP,ALLOW,579,4044,LOW
2025-06-02T04:44:50Z,16186,22,UDP,BLOCK,2799,13099,LOW
2025-06-04T21:10:23Z,42876,8080,TCP,BLOCK,3477,3751,MEDIUM
2025-06-02T03:45:45Z,42981,3306,ICMP,BLOCK,2958,13607,MEDIUM
2025-06-04T04:45:56Z,28416,25,ICMP,ALLOW,4981,6492,LOW
2025-06-04T16:48:13Z,24545,22,UDP,BLOCK,2718,14923,HIGH
2025-06-02T16:04:56Z,22949,21,ICMP,DROP,4323,6599,CRITICAL
2025-06-01T02:57:46Z,32082,3306,ICMP,ALLOW,3382,13026,LOW
2025-06-04T19:07:09Z,21829,53,ICMP,BLOCK,706,500,HIGH
2025-06-03T05:42:31Z,57037,8080,TCP,BLOCK,853,214,LOW
2025-06-02T17:23:19Z,54741,53,ICMP,BLOCK,4895,9623,CRITICAL
2025-06-02T07:30:47Z,2477,22,TCP,ALLOW,3510,14088,HIGH
2025-06-02T17:27:15Z,5591,80,ICMP,ALLOW,3665,1618,MEDIUM
2025-06-02T23:42:45Z,40833,443,UDP,ALLOW,3967,10751,HIGH
2025-06-03T18:53:22Z,27833,80,UDP,BLOCK,979,8153,CRITICAL
2025-06-04T04:08:10Z,55001,8080,UDP,DROP,1873,4409,CRITICAL
2025-06-03T16:35:03Z,33324,22,UDP,BLOCK,1443,10757,LOW
2025-06-03T12:46:38Z,24356,80,UDP,ALLOW,1595,4620,LOW
2025-06-04T09:51:39Z,25373,80,ICMP,DROP,3803,2509,HIGH
2025-06-03T09:09:57Z,59523,8080,ICMP,ALLOW,4786,2435,MEDIUM
2025-06-02T12:27:39Z,46288,21,TCP,DROP,3423,3830,HIGH
2025-06-02T18:11:41Z,42744,80,ICMP,DROP,4352,3201,CRITICAL
2025-06-04T16:27:25Z,64732,443,UDP,BLOCK,843,10391,HIGH
2025-06-04T06:55:48Z,38153,80,TCP,ALLOW,4413,5232,LOW
2025-06-02T06:35:47Z,7286,8080,UDP,ALLOW,1882,6403,HIGH
2025-06-04T02:12:19Z,12992,25,TCP,DROP,3083,7564,LOW
2025-06-01T21:09:05Z,20242,22,UDP,ALLOW,1253,8791,LOW
2025-06-02T16:56:14Z,52903,443,ICMP,ALLOW,1467,9860,LOW
2025-06-02T12:35:29Z,16111,80,ICMP,DROP,1367,9908,HIGH
2025-06-04T02:53:21Z,5725,53,ICMP,BLOCK,2826,2818,CRITICAL
2025-06-02T16:33:37Z,60998,8080,ICMP,ALLOW,366,4130,LOW
2025-06-01T20:17:17Z,50237,53,TCP,DROP,4332,2742,MEDIUM
2025-06-04T09:40:45Z,50003,80,TCP,DROP,3657,376,HIGH
2025-06-04T16:24:26Z,7877,25,UDP,DROP,2669,12738,MEDIUM
2025-06-01T16:24:23Z,15493,80,TCP,ALLOW,3450,8359,LOW
2025-06-02T12:04:09Z,15796,443,TCP,ALLOW,2294,4197,CRITICAL
2025-06-01T17:22:47Z,47919,8080,TCP,DROP,4351,976,MEDIUM
2025-06-02T07:24:31Z,44585,80,ICMP,ALLOW,1135,5047,CRITICAL
2025-06-01T15:56:02Z,29942,25,TCP,ALLOW,3287,11425,LOW
2025-06-01T02:24:08Z,59543,53,UDP,BLOCK,3624,8658,MEDIUM
2025-06-03T04:22:45Z,19922,53,UDP,ALLOW,4928,4065,CRITICAL
2025-06-02T13:19:34Z,22715,21,ICMP,BLOCK,4462,9094,HIGH
2025-06-03T21:04:27Z,36040,21,ICMP,ALLOW,1984,13094,LOW
2025-06-01T08:03:09Z,35038,80,UDP,DROP,1263,4644,LOW
2025-06-03T08:51:03Z,20039,443,ICMP,BLOCK,2045,6640,LOW
2025-06-04T23:19:32Z,60295,25,ICMP,ALLOW,859,12295,CRITICAL
2025-06-01T16:06:13Z,10905,25,TCP,ALLOW,372,7268,LOW
2025-06-04T09:16:57Z,40561,8080,ICMP,BLOCK,2819,1317,HIGH
2025-06-04T11:59:17Z,51651,3306,TCP,BLOCK,4928,5655,LOW
2025-06-01T05:30:41Z,61459,8080,ICMP,BLOCK,1841,6037,CRITICAL
2025-06-01T16:29:25Z,23919,53,UDP,BLOCK,2879,5698,HIGH
2025-06-01T20:36:45Z,19581,21,ICMP,DROP,3343,14236,HIGH
2025-06-02T03:54:12Z,32229,25,ICMP,DROP,2458,4174,CRITICAL
2025-06-04T07:47:40Z,60901,443,TCP,ALLOW,1790,7018,HIGH
2025-06-04T23:14:03Z,22995,25,ICMP,ALLOW,628,12648,HIGH
2025-06-02T18:00:26Z,30601,443,UDP,BLOCK,355,5842,MEDIUM
2025-06-03T12:53:49Z,41032,8080,ICMP,DROP,4722,4953,HIGH
2025-06-03T16:54:03Z,23461,21,ICMP,DROP,2657,10192,MEDIUM
2025-06-02T10:17:22Z,61120,22,UDP,DROP,2454,5398,HIGH
2025-06-01T19:00:05Z,51436,25,TCP,DROP,1867,9126,LOW
2025-06-02T14:16:43Z,2787,8080,ICMP,DROP,3189,7450,HIGH
2025-06-03T19:31:54Z,56762,53,UDP,BLOCK,3490,7234,CRITICAL
2025-06-04T16:08:13Z,43381,8080,ICMP,BLOCK,1817,7984,MEDIUM
2025-06-02T15:18:29Z,36113,25,UDP,BLOCK,2050,9616,HIGH
2025-06-02T14:50:53Z,26467,21,UDP,ALLOW,2287,745,HIGH
2025-06-04T11:13:58Z,12228,25,UDP,BLOCK,1394,2835,LOW
2025-06-01T14:45:22Z,48429,8080,ICMP,BLOCK,2572,450,LOW
2025-06-04T05:04:53Z,9776,22,TCP,BLOCK,3173,13985,HIGH
2025-06-03T05:49:50Z,43691,25,ICMP,BLOCK,3347,11344,LOW
2025-06-01T18:00:05Z,42205,80,UDP,BLOCK,1252,1929,HIGH
2025-06-01T03:00:27Z,28010,25,ICMP,BLOCK,1539,10216,CRITICAL
2025-06-01T15:26:09Z,56019,22,TCP,DROP,4388,2399,HIGH
2025-06-01T06:37:54Z,6853,443,UDP,BLOCK,3484,13099,LOW
2025-06-04T18:12:49Z,8086,8080,UDP,BLOCK,1908,9290,CRITICAL
2025-06-04T12:53:49Z,9215,3306,ICMP,BLOCK,1491,9859,LOW
2025-06-03T04:22:35Z,37566,443,UDP,ALLOW,748,963,MEDIUM
2025-06-02T02:45:58Z,34633,80,ICMP,BLOCK,151,9895,HIGH
2025-06-03T20:01:52Z,15353,25,TCP,ALLOW,1883,10066,LOW
2025-06-01T00:37:58Z,27679,53,UDP,ALLOW,3031,1394,LOW
2025-06-04T15:29:40Z,44201,3306,ICMP,BLOCK,3773,4854,MEDIUM
2025-06-04T21:19:25Z,46440,443,UDP,BLOCK,3569,10512,LOW
2025-06-02T23:26:43Z,27997,25,ICMP,ALLOW,3131,2923,MEDIUM
2025-06-03T05:44:39Z,60901,443,ICMP,BLOCK,160,10260,LOW
2025-06-04T18:51:49Z,63196,8080,UDP,DROP,2762,11952,MEDIUM
2025-06-03T02:52:19Z,55039,22,UDP,DROP,2155,5245,MEDIUM
2025-06-04T16:38:07Z,1399,3306,TCP,BLOCK,2298,4279,HIGH
2025-06-01T21:01:55Z,49947,53,TCP,DROP,2257,3163,CRITICAL
2025-06-04T22:30:17Z,44919,80,ICMP,BLOCK,4008,4820,HIGH
2025-06-02T08:20:16Z,27738,8080,UDP,BLOCK,144,9761,MEDIUM
2025-06-03T22:24:08Z,31117,8080,UDP,ALLOW,3752,12537,HIGH
2025-06-01T03:10:40Z,56663,80,TCP,BLOCK,613,1299,LOW
2025-06-01T18:27:50Z,32442,25,ICMP,ALLOW,3511,6787,MEDIUM
2025-06-02T01:58:23Z,24765,443,UDP,DROP,2440,13462,LOW
2025-06-02T02:59:38Z,1157,8080,TCP,BLOCK,3244,8233,LOW
2025-06-01T20:19:40Z,30947,22,ICMP,ALLOW,4398,6763,MEDIUM
2025-06-04T02:25:34Z,22449,80,UDP,BLOCK,4546,8636,CRITICAL
2025-06-03T09:17:14Z,51417,53,TCP,DROP,3951,6859,MEDIUM
2025-06-02T03:34:42Z,42532,25,UDP,ALLOW,3539,12184,CRITICAL
2025-06-01T20:13:52Z,20858,8080,ICMP,DROP,2758,5743,HIGH
2025-06-01T01:11:22Z,45442,8080,TCP,ALLOW,1392,574,MEDIUM
2025-06-02T07:30:57Z,62648,3306,TCP,BLOCK,3092,5039,LOW
2025-06-03T09:45:14Z,52205,8080,TCP,BLOCK,2159,3020,CRITICAL
2025-06-02T15:48:49Z,31849,80,ICMP,BLOCK,4005,9144,LOW
2025-06-04T19:24:56Z,61416,80,TCP,ALLOW,3801,5473,HIGH
2025-06-01T05:30:38Z,63841,22,TCP,BLOCK,667,8723,HIGH
2025-06-04T19:24:52Z,42662,80,ICMP,DROP,1265,1796,CRITICAL
2025-06-01T13:03:20Z,18392,21,ICMP,ALLOW,4540,13054,MEDIUM
2025-06-03T17:03:39Z,20965,53,ICMP,DROP,2482,4235,CRITICAL
2025-06-04T15:14:43Z,46279,443,ICMP,DROP,1973,422,CRITICAL
2025-06-01T18:40:03Z,20071,80,UDP,DROP,2237,4830,LOW
2025-06-04T06:43:20Z,29531,25,ICMP,DROP,2489,7802,MEDIUM
2025-06-03T09:26:13Z,43170,443,UDP,ALLOW,1557,1064,MEDIUM
2025-06-03T00:23:26Z,4467,80,TCP,DROP,4726,9948,CRITICAL
2025-06-02T18:30:19Z,36197,53,TCP,ALLOW,3877,4815,CRITICAL
2025-06-02T20:31:41Z,24560,443,ICMP,ALLOW,4295,9714,HIGH
2025-06-04T10:57:11Z,56610,25,ICMP,BLOCK,184,14439,MEDIUM
2025-06-01T10:21:34Z,8717,80,TCP,ALLOW,102,9738,LOW
2025-06-03T22:09:53Z,5645,21,TCP,DROP,4108,131,HIGH
2025-06-01T06:28:40Z,14048,443,ICMP,ALLOW,2249,3972,LOW
2025-06-01T08:32:24Z,43056,8080,UDP,ALLOW,4316,6186,LOW
2025-06-04T01:48:39Z,36114,21,ICMP,ALLOW,1244,5826,CRITICAL
2025-06-02T17:17:41Z,38193,21,TCP,DROP,3020,5072,CRITICAL
2025-06-01T23:49:35Z,26277,53,TCP,BLOCK,4180,9527,LOW
2025-06-02T22:57:24Z,60772,22,ICMP,ALLOW,2659,2879,CRITICAL
2025-06-01T05:19:23Z,24765,53,ICMP,DROP,4788,2997,LOW
2025-06-04T10:19:56Z,30350,80,UDP,BLOCK,1277,13350,LOW
2025-06-02T05:28:46Z,3434,21,ICMP,ALLOW,1484,2041,MEDIUM
2025-06-03T02:41:42Z,19567,443,TCP,ALLOW,2027,11105,LOW
2025-06-03T17:07:38Z,38192,443,ICMP,DROP,4552,5562,MEDIUM
2025-06-01T05:02:08Z,52925,80,UDP,BLOCK,808,13810,CRITICAL
2025-06-01T08:05:36Z,30858,25,TCP,ALLOW,1546,3300,HIGH
2025-06-04T10:12:02Z,11010,25,UDP,BLOCK,4978,1273,MEDIUM
2025-06-02T16:51:50Z,37550,443,TCP,DROP,1739,774,CRITICAL
2025-06-02T01:25:11Z,4354,3306,UDP,DROP,810,6345,MEDIUM
2025-06-03T22:50:54Z,59252,21,ICMP,DROP,3919,9470,LOW
2025-06-04T19:11:01Z,34150,22,TCP,BLOCK,3090,13397,MEDIUM
2025-06-01T17:44:47Z,7031,53,UDP,BLOCK,2793,1015,MEDIUM
2025-06-03T19:06:37Z,34140,21,UDP,DROP,180,2692,HIGH
2025-06-04T03:18:19Z,64806,21,UDP,DROP,3753,3898,CRITICAL
2025-06-04T10:21:58Z,61587,53,UDP,ALLOW,3460,9595,MEDIUM
2025-06-04T02:18:43Z,38905,22,ICMP,DROP,2947,13785,CRITICAL
2025-06-04T23:01:24Z,27241,53,ICMP,DROP,129,9660,MEDIUM
2025-06-02T11:41:52Z,18834,3306,ICMP,DROP,4564,6831,MEDIUM
2025-06-02T05:29:24Z,36409,53,TCP,ALLOW,685,4624,MEDIUM
2025-06-01T14:28:19Z,9574,22,ICMP,DROP,1501,3130,CRITICAL
2025-06-02T12:51:47Z,41691,443,UDP,DROP,4685,6337,HIGH
2025-06-03T02:09:13Z,53192,3306,TCP,ALLOW,582,10270,CRITICAL
2025-06-02T19:07:58Z,16217,53,TCP,ALLOW,928,13778,LOW
2025-06-02T04:00:17Z,7747,8080,TCP,ALLOW,1612,335,LOW
2025-06-03T15:10:27Z,45738,21,UDP,DROP,3337,11297,HIGH
2025-06-02T21:40:42Z,21183,8080,UDP,ALLOW,695,5656,CRITICAL
2025-06-02T22:02:39Z,23960,80,UDP,ALLOW,2720,4228,CRITICAL
2025-06-04T13:08:29Z,32980,53,ICMP,ALLOW,3574,6451,HIGH
2025-06-01T16:21:43Z,58810,443,ICMP,DROP,3238,12903,LOW
2025-06-04T06:50:14Z,51598,443,TCP,DROP,3338,14325,CRITICAL
2025-06-04T03:49:41Z,65100,21,UDP,DROP,1694,13838,HIGH
2025-06-03T14:24:19Z,51211,443,TCP,BLOCK,1108,12071,MEDIUM
2025-06-04T19:04:26Z,20047,80,UDP,BLOCK,3864,4060,CRITICAL
2025-06-03T18:28:43Z,33550,443,ICMP,ALLOW,3406,5592,LOW
2025-06-04T16:30:56Z,35768,80,UDP,DROP,4908,6469,LOW
2025-06-04T09:09:15Z,8461,21,TCP,ALLOW,471,7093,MEDIUM
2025-06-04T18:24:25Z,62298,443,UDP,ALLOW,4038,6487,CRITICAL
2025-06-03T02:03:24Z,29938,25,UDP,BLOCK,549,12285,MEDIUM
2025-06-01T18:14:21Z,54245,80,UDP,DROP,168,3059,LOW
2025-06-02T03:45:09Z,13124,25,ICMP,BLOCK,1797,7946,LOW
2025-06-02T00:30:11Z,13974,443,ICMP,ALLOW,3994,295,CRITICAL
2025-06-03T12:36:30Z,7261,22,TCP,ALLOW,1038,9102,HIGH
2025-06-01T05:17:04Z,13116,3306,TCP,BLOCK,4503,5326,HIGH
2025-06-02T09:23:24Z,25841,22,TCP,DROP,1983,12753,HIGH
2025-06-04T00:32:38Z,31161,8080,ICMP,BLOCK,403,10371,HIGH
2025-06-01T19:27:15Z,32526,53,ICMP,BLOCK,2770,12988,CRITICAL
2025-06-01T14:12:37Z,50502,53,ICMP,BLOCK,1022,3982,LOW
2025-06-04T14:05:30Z,35693,8080,TCP,DROP,4437,11271,CRITICAL
2025-06-03T10:38:40Z,53422,443,UDP,ALLOW,3165,58,LOW
2025-06-02T09:53:27Z,41932,80,UDP,DROP,4984,8180,CRITICAL
2025-06-03T23:53:57Z,59751,25,TCP,DROP,4056,10683,CRITICAL
2025-06-03T16:59:37Z,5209,21,UDP,ALLOW,4847,3803,MEDIUM
2025-06-04T20:44:53Z,38452,8080,UDP,DROP,4770,2337,HIGH
2025-06-03T02:03:24Z,51910,25,ICMP,BLOCK,2113,1491,CRITICAL
2025-06-03T21:17:15Z,42032,8080,UDP,BLOCK,4321,3437,MEDIUM
2025-06-02T02:03:22Z,11506,21,ICMP,DROP,276,5676,LOW
2025-06-02T21:18:03Z,56731,22,UDP,BLOCK,3502,5324,HIGH
2025-06-03T01:28:17Z,24475,25,TCP,DROP,485,14204,HIGH
2025-06-03T00:04:00Z,44776,53,ICMP,DROP,2983,14274,HIGH
2025-06-02T01:50:35Z,5637,22,ICMP,ALLOW,4611,5450,CRITICAL
2025-06-03T13:46:50Z,14978,443,TCP,DROP,1720,8530,LOW
2025-06-04T08:26:24Z,5143,8080,UDP,ALLOW,3798,8053,LOW
2025-06-01T20:08:27Z,1415,80,UDP,DROP,994,515,HIGH
2025-06-01T07:54:35Z,11127,3306,TCP,BLOCK,1058,5976,HIGH
2025-06-04T18:37:02Z,40705,22,TCP,ALLOW,3774,288,MEDIUM
2025-06-04T05:34:00Z,14137,443,TCP,DROP,1276,11803,LOW
2025-06-02T19:12:55Z,25918,21,TCP,DROP,472,12511,CRITICAL
2025-06-04T22:22:21Z,3345,8080,TCP,DROP,872,2979,HIGH
2025-06-01T18:43:36Z,41340,443,UDP,BLOCK,1249,6167,MEDIUM
2025-06-02T11:19:26Z,40598,80,TCP,ALLOW,2201,12667,HIGH
2025-06-03T19:26:46Z,62778,80,TCP,DROP,3765,11901,LOW
2025-06-02T19:34:29Z,47576,21,ICMP,BLOCK,243,1538,HIGH
2025-06-04T12:08:31Z,14649,443,UDP,ALLOW,793,4677,HIGH
2025-06-04T23:15:35Z,7690,80,UDP,ALLOW,4742,7945,LOW
